cveId,dateReported,vulnerabilityType,language,fixes,severity,component
CVE-2018-9549,2018-12-06,Remote Code Execution Vulnerability,c,"[{'commitId': '6f6d220a3255e7cbd31bcd1220ffb83af0a2779a', 'patchUrl': 'https://android.googlesource.com/platform/external/aac/+/6f6d220a3255e7cbd31bcd1220ffb83af0a2779a'}]",Critical,Media Framework
CVE-2020-0027,2020-02-13,Elevation of Privilege Vulnerability,c,"[{'commitId': '2526448930008792615f8b8a718ad09f19390025', 'patchUrl': 'https://android.googlesource.com/platform/hardware/libhardware/+/2526448930008792615f8b8a718ad09f19390025'}]",High,System
CVE-2019-2123,2019-09-05,Elevation of Privilege Vulnerability,java,"[{'commitId': '26a8dd6c54299b21a86c2e9122eb39c47f01ec4e', 'patchUrl': 'https://android.googlesource.com/platform/cts/+/26a8dd6c54299b21a86c2e9122eb39c47f01ec4e'}, {'commitId': '414ef7803f2104ea2f93cfc2b0dbb1af2b29d615', 'patchUrl': 'https://android.googlesource.com/platform/cts/+/414ef7803f2104ea2f93cfc2b0dbb1af2b29d615'}, {'commitId': '06041db074add181ddf19c3e4235a73c62207495', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/06041db074add181ddf19c3e4235a73c62207495'}, {'commitId': '6af27a83256e676da6f9c02921ef9dfeffc8c52d', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/native/+/6af27a83256e676da6f9c02921ef9dfeffc8c52d'}]",High,Framework
CVE-2014-4014,2014-06-10,Elevation of Privilege Vulnerability,c,"[{'commitId': ['23adbe12ef7d3d4195e80800ab36b37bee28cd03'], 'patchUrl': 'https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=23adbe12ef7d3d4195e80800ab36b37bee28cd03'}]",High,kernel file system
CVE-2018-9548,2018-12-06,Information Disclosure Vulnerability,java,"[{'commitId': 'c97efaa05124e020d7cc8c6e08be9c3b55ac4ea7', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/c97efaa05124e020d7cc8c6e08be9c3b55ac4ea7'}]",High,Framework
CVE-2020-0026,2020-02-13,Elevation of Privilege Vulnerability,c,"[{'commitId': 'daf29a6dbfafc6c06654a3878c0ad2a7f8ebc063', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/native/+/daf29a6dbfafc6c06654a3878c0ad2a7f8ebc063'}]",High,System
CVE-2021-0597,2021-07-14,Information Disclosure Vulnerability,java,"[{'commitId': '0e459673aa944d65989181b659c820504117ab51', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/opt/net/voip/+/0e459673aa944d65989181b659c820504117ab51'}]",High,System
CVE-2015-6598,2015-08-18,Remote Code Execution Vulnerability,c,"[{'commitId': 'ba6093a4c6997b9d36d9700ee8c974941bf82e3a', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/ba6093a4c6997b9d36d9700ee8c974941bf82e3a'}]",Critical,libstagefright
CVE-2015-2922,2015-04-04,Denial of Service Vulnerability,c,"[{'commitId': ['6fd99094de2b83d1d4c8457f2c83483b2828e75a'], 'patchUrl': 'http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=6fd99094de2b83d1d4c8457f2c83483b2828e75a'}]",Moderate,kernel networking subsystem
CVE-2017-13258,2018-04-04,Information Disclosure Vulnerability,c,"[{'commitId': 'a50e70468c0a8d207e416e273d05a08635bdd45f', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/a50e70468c0a8d207e416e273d05a08635bdd45f'}]",High,System
CVE-2016-2424,2016-04-18,Denial of Service Vulnerability,java,"[{'commitId': 'd3383d5bfab296ba3adbc121ff8a7b542bde4afb', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/d3383d5bfab296ba3adbc121ff8a7b542bde4afb'}]",Moderate,SyncStorageEngine
CVE-2017-0405,2016-10-04,Remote Code Execution Vulnerability,c,"[{'commitId': '16110b86db164e8d2b6864fed58f0385fe7d0979', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/native/+/16110b86db164e8d2b6864fed58f0385fe7d0979'}]",Critical,SurfaceFlinger
CVE-2019-2174,2019-09-05,Elevation of Privilege Vulnerability,c,"[{'commitId': '8bbd6f4f0d222b64496f7bda25d123c70dbf3e6c', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/native/+/8bbd6f4f0d222b64496f7bda25d123c70dbf3e6c'}]",High,Framework
CVE-2016-6719,2016-11-25,Elevation of Privilege Vulnerability,java,"[{'commitId': 'e1b6db10e913c09d0b695368336137f6aabee462', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Bluetooth/+/e1b6db10e913c09d0b695368336137f6aabee462'}, {'commitId': 'b1dc1757071ba46ee653d68f331486e86778b8e4', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/b1dc1757071ba46ee653d68f331486e86778b8e4'}]",Moderate,Bluetooth
CVE-2020-0071,2020-04-17,Remote Code Execution Vulnerability,c,"[{'commitId': '0aec6aed3031f60da3c4756d70611850011807b7', 'patchUrl': 'https://android.googlesource.com/platform/system/nfc/+/0aec6aed3031f60da3c4756d70611850011807b7'}]",Critical,System
CVE-2021-0313,2021-01-11,Denial of Service Vulnerability,c,"[{'commitId': 'ffb33bcf2520208166cb29f47c60add9c0e37349', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/minikin/+/ffb33bcf2520208166cb29f47c60add9c0e37349'}]",Critical,Framework
CVE-2020-0421,2020-10-14,Elevation of Privilege Vulnerability,c,"[{'commitId': 'bad50ed24f9d48d001fcedd332d59f162dc3432d', 'patchUrl': 'https://android.googlesource.com/platform/system/core/+/bad50ed24f9d48d001fcedd332d59f162dc3432d'}]",High,Framework
CVE-2015-6609,2015-08-03,Remote Code Execution Vulnerability,unknown,"[{'commitId': 'ec63d564a86ad5b30f75aa307b4bd271f6a96a56', 'patchUrl': 'https://android.googlesource.com/platform%2Fbootable%2Frecovery/+/ec63d564a86ad5b30f75aa307b4bd271f6a96a56'}, {'commitId': '419e6c3c68413bd6dbb6872340b2ae0d69a0fd60', 'patchUrl': 'https://android.googlesource.com/platform%2Fsystem%2Fcore/+/419e6c3c68413bd6dbb6872340b2ae0d69a0fd60'}]",Critical,LibUtils
CVE-2019-2031,2019-04-19,Elevation of Privilege Vulnerability,c,"[{'commitId': 'efc7bda97917f1afb7ab1fc6b3fe67a20cee6693', 'patchUrl': 'https://android.googlesource.com/platform/system/nfc/+/efc7bda97917f1afb7ab1fc6b3fe67a20cee6693'}]",High,System
CVE-2017-0540,2017-04-07,Remote Code Execution Vulnerability,c,"[{'commitId': 'a92b39ff0c47d488b81fecd62ba85e48d386aa68', 'patchUrl': 'https://android.googlesource.com/platform/external/libhevc/+/a92b39ff0c47d488b81fecd62ba85e48d386aa68'}]",Critical,Media Framework
CVE-2017-0393,2017-01-12,Denial of Service Vulnerability,c,"[{'commitId': '6886e8e0a9db2dbad723dc37a548233e004b33bc', 'patchUrl': 'https://android.googlesource.com/platform/external/libvpx/+/6886e8e0a9db2dbad723dc37a548233e004b33bc'}]",High,Mediaserver
CVE-2017-0669,2017-07-06,Information Disclosure Vulnerability,java,"[{'commitId': '7b7ef84234cd3daea0e22025b908b0041885736c', 'patchUrl': 'https://android.googlesource.com/platform/packages/providers/MediaProvider/+/7b7ef84234cd3daea0e22025b908b0041885736c'}]",High,Framework
CVE-2017-0686,2017-07-06,Denial of Service Vulnerability,c,"[{'commitId': 'b8d7e85c10cc22e1a5d81ec3d8a2e5bdd6102852', 'patchUrl': 'https://android.googlesource.com/platform/external/libmpeg2/+/b8d7e85c10cc22e1a5d81ec3d8a2e5bdd6102852'}]",High,Media Framework
CVE-2021-0485,2021-06-11,Elevation of Privilege Vulnerability,java,"[{'commitId': 'aad7fdc4f82ad56e332d3c23c5d07719e069b099', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/aad7fdc4f82ad56e332d3c23c5d07719e069b099'}]",High,Framework
CVE-2017-0413,2016-10-13,Information Disclosure Vulnerability,java,"[{'commitId': '74059eb379ea07b9c7f46bf2112a60de8e4cfc8e', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Messaging/+/74059eb379ea07b9c7f46bf2112a60de8e4cfc8e'}]",High,AOSP Messaging
CVE-2017-0556,2017-01-04,Information Disclosure Vulnerability,c,"[{'commitId': 'f301cff2c1ddd880d9a2c77b22602a137519867b', 'patchUrl': 'https://android.googlesource.com/platform/external/libmpeg2/+/f301cff2c1ddd880d9a2c77b22602a137519867b'}]",Moderate,Mediaserver
CVE-2018-9509,2018-10-02,Information Disclosure Vulnerability,c,"[{'commitId': '198888b8e0163bab7a417161c63e483804ae8e31', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/198888b8e0163bab7a417161c63e483804ae8e31'}]",High,System
CVE-2017-0805,2017-08-24,Elevation of Privilege Vulnerability,c,"[{'commitId': '77e075ddd6d8cae33832add5225ee8f8c77908f0', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/77e075ddd6d8cae33832add5225ee8f8c77908f0'}]",High,Media Framework
CVE-2019-2027,2019-04-19,Remote Code Execution Vulnerability,c,"[{'commitId': '7431d3c2a71a315f47c9e86e9ad691e9278b2114', 'patchUrl': 'https://android.googlesource.com/platform/external/tremolo/+/7431d3c2a71a315f47c9e86e9ad691e9278b2114'}]",Critical,Media Framework
CVE-2020-0437,2020-11-10,Denial of Service Vulnerability,java,"[{'commitId': 'ceb90c636ce0d766f80cfcd522bb27b37e6d37c9', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/CellBroadcastReceiver/+/ceb90c636ce0d766f80cfcd522bb27b37e6d37c9'}]",High,System
CVE-2021-0305,2021-02-10,Elevation of Privilege Vulnerability,java,"[{'commitId': '8c5b4cd30a77733dd1012725b69d2089f78455ac', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/PackageInstaller/+/8c5b4cd30a77733dd1012725b69d2089f78455ac'}, {'commitId': '4794b798c427c53a9d0f8c608c367a3e6469ed5f', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/4794b798c427c53a9d0f8c608c367a3e6469ed5f'}, {'commitId': '7359b3840f06ef75c70d75a5708011fef25a2bab', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/7359b3840f06ef75c70d75a5708011fef25a2bab'}]",High,Framework
CVE-2017-0385,2016-10-11,Elevation of Privilege Vulnerability,c,"[{'commitId': 'ed79f2cc961d7d35fdbbafdd235c1436bcd74358', 'patchUrl': 'https://android.googlesource.com/platform/hardware/qcom/audio/+/ed79f2cc961d7d35fdbbafdd235c1436bcd74358'}]",High,Audioserver
CVE-2016-3761,2016-04-20,Elevation of Privilege Vulnerability,java,"[{'commitId': '9ea802b5456a36f1115549b645b65c791eff3c2c', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Nfc/+/9ea802b5456a36f1115549b645b65c791eff3c2c'}]",Moderate,NFC
CVE-2017-0690,2017-07-06,Denial of Service Vulnerability,c,"[{'commitId': '1f418f10f4319fc829360b7efee7fca4b3880867', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/1f418f10f4319fc829360b7efee7fca4b3880867'}]",High,Media Framework
CVE-2019-2135,2019-08-20,Information Disclosure Vulnerability,c,"[{'commitId': 'ab9a7222b404e9a2db5288134e965f726372af63', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Nfc/+/ab9a7222b404e9a2db5288134e965f726372af63'}]",High,System
CVE-2020-0030,2020-02-13,Elevation of Privilege Vulnerability,c,"[{'commitId': '5eeb2ca0', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/5eeb2ca0'}]",High,Google Play system updates Binder driver
CVE-2020-0460,,Information Disclosure Vulnerability,java,"[{'commitId': 'ed1888ebc3888399ec5144491e43bf7d871028e5', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/KeyChain/+/ed1888ebc3888399ec5144491e43bf7d871028e5'}]",High,System
CVE-2017-0782,2017-09-14,Remote Code Execution Vulnerability,c,"[{'commitId': '4e47f3db62bab524946c46efe04ed6a2b896b150', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/4e47f3db62bab524946c46efe04ed6a2b896b150'}, {'commitId': '1b08775917413f1674882130a948add1ae44cc91', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/1b08775917413f1674882130a948add1ae44cc91'}, {'commitId': 'c568fa9088ded964e0ac99db236e612de5d82177', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/c568fa9088ded964e0ac99db236e612de5d82177'}]",Critical,System
CVE-2018-9362,2018-11-06,Denial of Service Vulnerability,java,"[{'commitId': 'a42870e1df7dbf384aa1d7a02584eb755e821417', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/opt/telephony/+/a42870e1df7dbf384aa1d7a02584eb755e821417'}]",High,System
CVE-2021-0329,2021-02-10,Elevation of Privilege Vulnerability,java,"[{'commitId': '59d7c52d0b3872e6a01e47a50772952140debbaa', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Bluetooth/+/59d7c52d0b3872e6a01e47a50772952140debbaa'}]",High,System
CVE-2018-9525,2018-11-14,Elevation of Privilege Vulnerability,java,"[{'commitId': '6409cf5c94cc1feb72dc078e84e66362fbecd6d5', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/6409cf5c94cc1feb72dc078e84e66362fbecd6d5'}]",High,Framework
CVE-2016-3872,2016-06-15,Elevation of Privilege Vulnerability,c,"[{'commitId': '630ed150f7201ddadb00b8b8ce0c55c4cc6e8742', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/630ed150f7201ddadb00b8b8ce0c55c4cc6e8742'}, {'commitId': '9f9ba255a0c59544f3555c9c45512c3a2fac5fad', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/9f9ba255a0c59544f3555c9c45512c3a2fac5fad'}]",High,Mediaserver
CVE-2015-3827,2015-10-01,Remote Code Execution Vulnerability,c,"[{'commitId': 'f4a88c8ed4f8186b3d6e2852993e063fc33ff231', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/f4a88c8ed4f8186b3d6e2852993e063fc33ff231'}]",Critical,libstagefright
CVE-2017-0595,2017-01-24,Elevation of Privilege Vulnerability,c,"[{'commitId': '5443b57cc54f2e46b35246637be26a69e9f493e1', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/5443b57cc54f2e46b35246637be26a69e9f493e1'}]",High,Mediaserver
CVE-2016-6723,2016-07-11,Denial of Service Vulnerability,java,"[{'commitId': 'd5b0d0b1df2e1a7943a4bb2034fd21487edd0264', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/d5b0d0b1df2e1a7943a4bb2034fd21487edd0264'}, {'commitId': '31f351160cdfd9dbe9919682ebe41bde3bcf91c6', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/31f351160cdfd9dbe9919682ebe41bde3bcf91c6'}]",Moderate,Proxy Auto Config
CVE-2017-0716,2017-08-09,Remote Code Execution Vulnerability,c,"[{'commitId': 'd5f52646974c29e6b7d51230b8ddae0c0a9430dc', 'patchUrl': 'https://android.googlesource.com/platform/external/libmpeg2/+/d5f52646974c29e6b7d51230b8ddae0c0a9430dc'}]",Critical,Media Framework
CVE-2016-2449,2016-03-09,Elevation of Privilege Vulnerability,c,"[{'commitId': 'b04aee833c5cfb6b31b8558350feb14bb1a0f353', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/b04aee833c5cfb6b31b8558350feb14bb1a0f353'}]",High,Mediaserver
CVE-2021-0515,2021-07-14,Remote Code Execution Vulnerability,c,"[{'commitId': '438381db24b83e6fde76a4ca2c6a9fa91f822265', 'patchUrl': 'https://android.googlesource.com/platform/external/chromium-libpac/+/438381db24b83e6fde76a4ca2c6a9fa91f822265'}, {'commitId': '2dc3777900fe5faa900be436bf42dd55353d189a', 'patchUrl': 'https://android.googlesource.com/platform/external/v8/+/2dc3777900fe5faa900be436bf42dd55353d189a'}, {'commitId': '6e1e26aaeffbc3b396c54fc4f3d2605b9d4cab67', 'patchUrl': 'https://android.googlesource.com/platform/external/v8/+/6e1e26aaeffbc3b396c54fc4f3d2605b9d4cab67'}]",High,System
CVE-2020-0227,2020-07-17,Elevation of Privilege Vulnerability,java,"[{'commitId': '4f7dc13067ab4aa4f0c3f5373ee0a28c0285eea1', 'patchUrl': 'https://android.googlesource.com/platform/cts/+/4f7dc13067ab4aa4f0c3f5373ee0a28c0285eea1'}, {'commitId': '7d87a0e0a7bcda698b30957bce3c21d64a965e89', 'patchUrl': 'https://android.googlesource.com/platform/cts/+/7d87a0e0a7bcda698b30957bce3c21d64a965e89'}, {'commitId': '8643636095dc9b3c70a62ef16f68df12dff67fe7', 'patchUrl': 'https://android.googlesource.com/platform/cts/+/8643636095dc9b3c70a62ef16f68df12dff67fe7'}, {'commitId': '84cccfe6cdbc57ee372ee1a0fea64c7a11c53766', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/84cccfe6cdbc57ee372ee1a0fea64c7a11c53766'}, {'commitId': '98f45443e1cf397ab92b4cecd9200c2dcccf099b', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/98f45443e1cf397ab92b4cecd9200c2dcccf099b'}, {'commitId': 'b4aaa9d8adae5971f7f6589afc22008afa2f8d2b', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/b4aaa9d8adae5971f7f6589afc22008afa2f8d2b'}]",High,Framework
CVE-2017-0487,2016-12-19,Denial of Service Vulnerability,c,"[{'commitId': 'aa78b96e842fc1fb70a18acff22be35c7a715b23', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/aa78b96e842fc1fb70a18acff22be35c7a715b23'}]",High,Mediaserver
CVE-2020-10767,2020-09-15,Information Disclosure Vulnerability,c,"[{'commitId': '21998a351512eba4ed5969006f0c55882d995ada', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/21998a351512eba4ed5969006f0c55882d995ada'}]",High,Kernel Linux kernel
CVE-2014-1739,2014-06-15,Information Disclosure Vulnerability,c,"[{'commitId': ['e6a623460e5fc960ac3ee9f946d3106233fd28d8'], 'patchUrl': 'http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=e6a623460e5fc960ac3ee9f946d3106233fd28d8'}]",Moderate,kernel media driver
CVE-2021-0391,2021-03-10,Elevation of Privilege Vulnerability,java,"[{'commitId': '169f089a26b322b297e8b224e3a7274bc18a986a', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/169f089a26b322b297e8b224e3a7274bc18a986a'}]",High,Framework
CVE-2016-6774,2016-08-29,Information Disclosure Vulnerability,java,"[{'commitId': 'e2d4f5fc313ecb4ba587b20fff6d346f8cd51775', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/e2d4f5fc313ecb4ba587b20fff6d346f8cd51775'}]",Moderate,Package Manager
CVE-2019-2119,2019-07-08,Information Disclosure Vulnerability,c,"[{'commitId': '12370c8b5ee9e80c548ff5294790bafd2363cde0', 'patchUrl': 'https://android.googlesource.com/platform/system/security/+/12370c8b5ee9e80c548ff5294790bafd2363cde0'}]",High,System
CVE-2016-3825,2016-05-17,Elevation of Privilege Vulnerability,c,"[{'commitId': 'd575ecf607056d8e3328ef2eb56c52e98f81e87d', 'patchUrl': 'https://android.googlesource.com/platform/hardware/qcom/media/+/d575ecf607056d8e3328ef2eb56c52e98f81e87d'}]",High,Mediaserver
CVE-2018-9437,2018-11-06,Denial of Service Vulnerability,c,"[{'commitId': '017ff33fd419c50734f775d5054e2cbea719700b', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/017ff33fd419c50734f775d5054e2cbea719700b'}]",High,Media Framework
CVE-2015-3870,2015-08-05,Remote Code Execution Vulnerability,c,"[{'commitId': '4bce636865bdf0e2a79fc9a5d9a69107649c850d', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/4bce636865bdf0e2a79fc9a5d9a69107649c850d'}]",Critical,libstagefright
CVE-2017-0468,2016-12-05,Remote Code Execution Vulnerability,c,"[{'commitId': '0e8b1dff88e08b9d738d2360f05b96108e190995', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/0e8b1dff88e08b9d738d2360f05b96108e190995'}, {'commitId': 'fd9a12f9fdd9dd3e66c59dd7037e864b948085f7', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/fd9a12f9fdd9dd3e66c59dd7037e864b948085f7'}]",Critical,Mediaserver
CVE-2017-13262,2018-04-04,Information Disclosure Vulnerability,c,"[{'commitId': 'a50e70468c0a8d207e416e273d05a08635bdd45f', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/a50e70468c0a8d207e416e273d05a08635bdd45f'}]",High,System
CVE-2019-2230,2019-12-06,Information Disclosure Vulnerability,c,"[{'commitId': '017838585617f0e492ede866750fcfb8ed77830b', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Nfc/+/017838585617f0e492ede866750fcfb8ed77830b'}]",High,System
CVE-2017-5056,2017-10-27,Remote Code Execution Vulnerability,c,"[{'commitId': '3f571b1bb85cf56903f06bab3a820182115c5541', 'patchUrl': 'https://android.googlesource.com/platform/external/libxml2/+/3f571b1bb85cf56903f06bab3a820182115c5541'}]",Moderate,Libraries
CVE-2017-9075,2017-05-19,Elevation of Privilege Vulnerability,c,"[{'commitId': ['fdcee2cbb8438702ea1b328fb6e0ac5e9a40c7f8'], 'patchUrl': 'http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=fdcee2cbb8438702ea1b328fb6e0ac5e9a40c7f8'}]",High,Kernel Network subsystem
CVE-2016-0835,2015-12-06,Remote Code Execution Vulnerability,c,"[{'commitId': 'ba604d336b40fd4bde1622f64d67135bdbd61301', 'patchUrl': 'https://android.googlesource.com/platform/external/libmpeg2/+/ba604d336b40fd4bde1622f64d67135bdbd61301'}, {'commitId': '58a6822d7140137ce957c6d2fc20bae1374186c1', 'patchUrl': 'https://android.googlesource.com/platform/external/libmpeg2/+/58a6822d7140137ce957c6d2fc20bae1374186c1'}]",Critical,Mediaserver
CVE-2018-9564,2019-06-19,Information Disclosure Vulnerability,c,"[{'commitId': 'fe340aad0291879de8d3b33a9bdff4d6a5c8d36a', 'patchUrl': 'https://android.googlesource.com/platform/system/nfc/+/fe340aad0291879de8d3b33a9bdff4d6a5c8d36a'}, {'commitId': '06d8edd06e16e1fbf36127ef55586e1112e0b70c', 'patchUrl': 'https://android.googlesource.com/platform/system/nfc/+/06d8edd06e16e1fbf36127ef55586e1112e0b70c'}]",High,System
CVE-2017-0491,2017-03-08,Elevation of Privilege Vulnerability,unknown,"[{'commitId': '5c49b6bf732c88481466dea341917b8604ce53fa', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/PackageInstaller/+/5c49b6bf732c88481466dea341917b8604ce53fa'}]",Moderate,Package Manager
CVE-2018-9421,,Information Disclosure Vulnerability,c,"[{'commitId': 'ff2171f2460e3a6d3443ab957732b8b7d4831d40', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/native/+/ff2171f2460e3a6d3443ab957732b8b7d4831d40'}]",High,Media Framework
CVE-2020-15436,2020-11-23,Elevation of Privilege Vulnerability,c,"[{'commitId': '49289b1fa5a67011', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/49289b1fa5a67011'}]",High,Kernel Kernel Block Device Subsystem
CVE-2016-3833,2016-08-05,Elevation of Privilege Vulnerability,java,"[{'commitId': '01875b0274e74f97edf6b0d5c92de822e0555d03', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/01875b0274e74f97edf6b0d5c92de822e0555d03'}, {'commitId': '4e4743a354e26467318b437892a9980eb9b8328a', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/4e4743a354e26467318b437892a9980eb9b8328a'}]",Moderate,Shell
CVE-2016-6762,2016-08-28,Elevation of Privilege Vulnerability,c,"[{'commitId': '1ee4892e66ba314131b7ecf17e98bb1762c4b84c', 'patchUrl': 'https://android.googlesource.com/platform/system/core/+/1ee4892e66ba314131b7ecf17e98bb1762c4b84c'}, {'commitId': '3656958a16590d07d1e25587734e000beb437740', 'patchUrl': 'https://android.googlesource.com/platform/bionic/+/3656958a16590d07d1e25587734e000beb437740'}]",High,libziparchive
CVE-2018-9358,2018-11-06,Information Disclosure Vulnerability,c,"[{'commitId': '0d7c2f5a14d1055f3b4f69035451c66bf8f1b08e', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/0d7c2f5a14d1055f3b4f69035451c66bf8f1b08e'}]",High,System
CVE-2017-0757,2017-09-08,Remote Code Execution Vulnerability,c,"[{'commitId': 'bb88d4430189b66270c66ff9167fc5bcf4356cf2', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/bb88d4430189b66270c66ff9167fc5bcf4356cf2'}]",Critical,Media Framework
CVE-2019-2226,2019-12-06,Information Disclosure Vulnerability,c,"[{'commitId': 'faf5aa225c2c91f3530294fe3040928bba3d163a', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/faf5aa225c2c91f3530294fe3040928bba3d163a'}]",High,System
CVE-2017-13274,2018-04-04,Elevation of Privilege Vulnerability,java,"[{'commitId': '0b57631939f5824afef06517df723d2e766e0159', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/0b57631939f5824afef06517df723d2e766e0159'}]",High,Android runtime
CVE-2018-9499,2018-10-02,Information Disclosure Vulnerability,c,"[{'commitId': 'bf7a67c33c0f044abeef3b9746f434b7f3295bb1', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/bf7a67c33c0f044abeef3b9746f434b7f3295bb1'}]",High,Media Framework
CVE-2016-3921,2016-06-25,Elevation of Privilege Vulnerability,c,"[{'commitId': '771ab014c24a682b32990da08e87e2f0ab765bd2', 'patchUrl': 'https://android.googlesource.com/platform/system/core/+/771ab014c24a682b32990da08e87e2f0ab765bd2'}]",Moderate,Framework Listener
CVE-2015-6625,2015-12-08,Elevation of Privilege Vulnerability,java,"[{'commitId': '29fa7d2ffc3bba55173969309e280328b43eeca1', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fopt%2Fnet%2Fwifi/+/29fa7d2ffc3bba55173969309e280328b43eeca1'}]",Moderate,System Server
CVE-2015-7872,2016-08-31,Elevation of Privilege Vulnerability,c,"[{'commitId': ['f05819df10d7b09f6d1eb6f8534a8f68e5a4fe61'], 'patchUrl': 'http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=f05819df10d7b09f6d1eb6f8534a8f68e5a4fe61'}]",High,kernel security subsystem
CVE-2020-0118,2020-06-10,Elevation of Privilege Vulnerability,c,"[{'commitId': '4271f564399e35186473ccd2d70b45bb5038c97a', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/native/+/4271f564399e35186473ccd2d70b45bb5038c97a'}]",High,Media Framework
CVE-2015-3831,2015-10-01,Elevation of Privilege Vulnerability,c,"[{'commitId': '51504928746edff6c94a1c498cf99c0a83bedaed', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/51504928746edff6c94a1c498cf99c0a83bedaed'}]",High,libstagefright
CVE-2018-9476,2018-10-02,Elevation of Privilege Vulnerability,c,"[{'commitId': 'dd28d8ddf2985d654781770c691c60b45d7f32b4', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/dd28d8ddf2985d654781770c691c60b45d7f32b4'}]",Critical,System
